DATE,MEXCPIALLMINMEI
2014-02-01,96.6671309042993
2014-03-01,96.9319606183646
2014-04-01,96.7511222052002
2014-05-01,96.4417256784119
2014-06-01,96.6088512261231
2014-07-01,96.8745379942792
2014-08-01,97.2225019551546
2014-09-01,97.6518860546586
2014-10-01,98.1918301318792
2014-11-01,98.9837481118027
2014-12-01,99.4688407272104
2015-01-01,99.3788500476736
2015-02-01,99.5674019476554
2015-03-01,99.9727885326162
2015-04-01,99.7139581971867
2015-05-01,99.2160097704167
2015-06-01,99.3822782640369
2015-07-01,99.5279774594774
2015-08-01,99.7379557117299
2015-09-01,100.11163129533
2015-10-01,100.626720803917
2015-11-01,101.176092476136
2015-12-01,101.588335493824
2016-01-01,101.975723942877
2016-02-01,102.422249124198
2016-03-01,102.573090644183
2016-04-01,102.24826714376
2016-05-01,101.792314367441
2016-06-01,101.904588453339
2016-07-01,102.170275221495
2016-08-01,102.458245396013
2016-09-01,103.083894882316
2016-10-01,103.709544368619
2016-11-01,104.520317538541
2016-12-01,105.001981937585
2017-01-01,106.787225608776
2017-02-01,107.404304554171
2017-03-01,108.063379150017
2017-04-01,108.196222534095
2017-05-01,108.06680736638
2017-06-01,108.338493513172
2017-07-01,108.748165368587
2017-08-01,109.285538283535
2017-09-01,109.627502865775
2017-10-01,110.31743140889
2017-11-01,111.454742187416
2017-12-01,112.113816783262
2018-01-01,112.709469376386
2018-02-01,113.13885347589
2018-03-01,113.504815572673
2018-04-01,113.119998285892
2018-05-01,112.936588710455
2018-06-01,113.372829242686
2018-07-01,113.980480593081
2018-08-01,114.645478324031
2018-09-01,115.130336106618
2018-10-01,115.72699638966
2018-11-01,116.711542898771
2018-12-01,117.529526499041
2019-01-01,117.629920581083
2019-02-01,117.596836167683
2019-03-01,118.049750378711
2019-04-01,118.112496679987
2019-05-01,117.772525811255
2019-06-01,117.847821372786
2019-07-01,118.290468007242
2019-08-01,118.271073695939
2019-09-01,118.581382676794
2019-10-01,119.221394949809
2019-11-01,120.183124622093
2019-12-01,120.853939624825
2020-01-01,121.439191489453
2020-02-01,121.943443583343
2020-03-01,121.885260649433
2020-04-01,120.649728935217
2020-05-01,121.114051564659
2020-06-01,121.776880674502
2020-07-01,122.576610805309
2020-08-01,123.059186904214
2020-09-01,123.340974839035
2020-10-01,124.093930454346
2020-11-01,124.187479485339
2020-12-01,124.660928849512
2021-01-01,125.732179338568
2021-02-01,126.527346102011
2021-03-01,127.573498070557
2021-04-01,127.991046184502
2021-05-01,128.252298966179
2021-06-01,128.935663229166
2021-07-01,129.693182211842
2021-08-01,129.940744891422
2021-09-01,130.741615864071
2021-10-01,131.836824031797
2021-11-01,133.346157787943
2021-12-01,133.829874728689
2022-01-01,134.621618966607
2022-02-01,135.738503129319
2022-03-01,137.082414818465
2022-04-01,137.823962015363
2022-05-01,138.066961327577
2022-06-01,139.232901689468
2022-07-01,140.264222714076
2022-08-01,141.239642488457
2022-09-01,142.115809022637
2022-10-01,142.92010252081
2022-11-01,143.742649488446
2022-12-01,144.29139441415
2023-01-01,145.270236714055
2023-02-01,146.080234421435
2023-03-01,146.471543173029
2023-04-01,146.441881285153
2023-05-01,146.123586411407
2023-06-01,146.271895850787
2023-07-01,146.97693610876
2023-08-01,147.790356341665
